TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
GoTicketsBronze,PaymentDetail,UpstreamUpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Performer,PerformerId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Performer,PerformerName,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Performer,HomeVenueConfigurationId,3,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Performer,HomeVenueId,4,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Performer,IsDeleted,5,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Performer,IsParking,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Performer,ParentPerformerId,7,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Performer,ParkingPerformerId,8,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Performer,PrimaryCategoryId,9,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Performer,OriginCreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Performer,OriginDeletedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBronze,Performer,OriginUpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Performer,UpstreamUpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Performer,CreatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Performer,UpdatedTimestampUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Region,RegionId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Region,RegionName,2,varchar,50,NULL,NULL,NULL,NO
GoTicketsBronze,Region,Latitude,3,decimal,NULL,8,6,NULL,NO
GoTicketsBronze,Region,Longitude,4,decimal,NULL,9,6,NULL,NO
GoTicketsBronze,Region,VenueRadiusMiles,5,int,NULL,10,0,NULL,NO
GoTicketsBronze,Region,OriginCreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Region,OriginUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Region,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Region,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Region,UpstreamUpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Venue,VenueId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,Venue,VenueName,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,Venue,Address1,3,varchar,100,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,Address2,4,varchar,50,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,Capacity,5,int,NULL,10,0,NULL,YES
GoTicketsBronze,Venue,City,6,varchar,100,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,Country,7,char,2,NULL,NULL,NULL,NO
GoTicketsBronze,Venue,ExternalPhone,8,varchar,50,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,ExternalUrl,9,varchar,300,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,IsDeleted,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Venue,IsParentVenue,11,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Venue,IsParking,12,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,Venue,Latitude,13,decimal,NULL,8,6,NULL,YES
GoTicketsBronze,Venue,Longitude,14,decimal,NULL,9,6,NULL,YES
GoTicketsBronze,Venue,ParentVenueId,15,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Venue,ParkingVenueId,16,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Venue,PostalCode,17,varchar,20,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,RegionId,18,bigint,NULL,19,0,NULL,YES
GoTicketsBronze,Venue,State,19,varchar,50,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,TimeZone,20,varchar,50,NULL,NULL,NULL,YES
GoTicketsBronze,Venue,OriginCreatedTimestampUtc,21,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Venue,OriginDeletedTimestampUtc,22,datetime2,NULL,NULL,NULL,6,YES
GoTicketsBronze,Venue,OriginUpdatedTimestampUtc,23,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Venue,UpstreamUpdatedTimestampUtc,24,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Venue,CreatedTimestampUtc,25,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,Venue,UpdatedTimestampUtc,26,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfiguration,VenueConfigurationId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfiguration,VenueId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfiguration,Name,3,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfiguration,SvgMapFileName,4,varchar,300,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfiguration,IsGeneralAdmission,5,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfiguration,IsStaticMap,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfiguration,IsDeleted,7,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfiguration,OriginUpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfiguration,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfiguration,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfiguration,UpstreamUpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationGroup,VenueConfigurationGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,VenueConfigurationId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,Name,3,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,IsSkipNormalization,4,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,IsNoAdmission,5,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,IsHideListings,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,IsGeneralAdmission,7,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,IsDeleted,8,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationGroup,OriginUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationGroup,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationGroup,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationGroup,UpstreamUpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationSection,VenueConfigurationSectionId,1,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfigurationSection,VenueConfigurationGroupId,2,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfigurationSection,VenueConfigurationId,3,bigint,NULL,19,0,NULL,NO
GoTicketsBronze,VenueConfigurationSection,Name,4,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationSection,SvgMapId,5,varchar,200,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationSection,RowCount,6,int,NULL,10,0,NULL,NO
GoTicketsBronze,VenueConfigurationSection,RowRanges,7,varchar,500,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationSection,IsDeleted,8,bit,NULL,NULL,NULL,NULL,NO
GoTicketsBronze,VenueConfigurationSection,OriginUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationSection,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationSection,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsBronze,VenueConfigurationSection,UpstreamUpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Category,CategoryId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Category,CategoryName,2,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Category,EventType,3,varchar,50,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Category,ParentCategoryId,4,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Category,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Category,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Category,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Event,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Event,EventName,2,varchar,1000,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,EventStatus,3,varchar,20,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,EventDateTimeLocal,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Event,EventTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Event,EventClusterId,6,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Event,VenueId,7,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Event,PrimaryPerformerId,8,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Event,IsParking,9,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,IfNecessary,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,IsDateTbd,11,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,IsMultiDate,12,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,IsTimeTbd,13,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Event,MergedToEventId,14,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Event,ParkingEventId,15,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Event,SourceChangedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Event,CreatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Event,UpdatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,EventCluster,EventClusterId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,EventCluster,EventClusterName,2,varchar,1000,NULL,NULL,NULL,NO
GoTicketsCoreEntity,EventCluster,PerformerId,3,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,EventCluster,VenueId,4,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,EventCluster,IsParking,5,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,EventCluster,IsDeleted,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,EventCluster,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,EventCluster,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,EventCluster,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAccount,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsAccount,AccountName,2,varchar,500,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAccount,CustomerStatus,3,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAccount,TimeZone,4,varchar,128,NULL,NULL,NULL,YES
GoTicketsCoreEntity,GoogleAdsAccount,IsManagerAccount,5,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAccount,IsTestAccount,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAccount,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAccount,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAccount,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,BaseAdGroupId,4,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,GoogleAdsAdGroup,AdGroupName,5,varchar,512,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,AdGroupStatus,6,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,AdGroupType,7,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,SourceChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsAdGroup,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsCampaign,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,BaseCampaignId,3,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,GoogleAdsCampaign,CampaignBudgetId,4,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,CampaignName,5,varchar,512,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,CampaignStatus,6,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,BiddingStrategyType,7,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,AdvertisingChannelType,8,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,CampaignExperimentType,9,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,GoogleAdsCampaign,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsCampaign,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,GoogleAdsCampaign,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,AccountId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,AccountNumber,2,varchar,10,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,AccountName,3,varchar,256,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,CustomerId,4,varchar,12,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,CountryCode,5,varchar,2,NULL,NULL,NULL,YES
GoTicketsCoreEntity,MicrosoftAdsAccount,TrackingUrlTemplate,6,varchar,2048,NULL,NULL,NULL,YES
GoTicketsCoreEntity,MicrosoftAdsAccount,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAccount,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,AdGroupName,4,varchar,512,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,AdGroupStatus,5,varchar,100,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,SourceChangedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsAdGroup,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,CampaignName,3,varchar,256,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,CampaignStatus,4,varchar,50,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,BudgetLimitType,5,varchar,50,NULL,NULL,NULL,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,BiddingSchemeType,6,varchar,50,NULL,NULL,NULL,YES
GoTicketsCoreEntity,MicrosoftAdsCampaign,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,MicrosoftAdsCampaign,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Order,OrderId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Order,OrderTimestampUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Order,CalendarId,3,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Order,OrderStatus,4,varchar,128,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,CancelledReason,5,varchar,128,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Order,Section,6,varchar,400,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,Row,7,varchar,200,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,DeliveryMethod,8,varchar,200,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,Quantity,9,int,NULL,10,0,NULL,NO
GoTicketsCoreEntity,Order,ServiceFee,10,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,DeliveryFee,11,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,ContractDeliveryFee,12,decimal,NULL,18,2,NULL,YES
GoTicketsCoreEntity,Order,InsuranceFee,13,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,UnitWholesalePrice,14,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,EstimatedInsuranceRevenueShare,15,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,InsuranceRevenueCommission,16,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,BaseCommission,17,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,UpsideCommission,18,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,TotalEstimatedCommission,19,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,ActualCommission,20,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,ItemTotal,21,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,TotalWholesalePrice,22,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,OriginalCostTotal,23,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,OrderTotal,24,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,TaxAmount,25,decimal,NULL,18,2,NULL,NO
GoTicketsCoreEntity,Order,BillingState,26,varchar,200,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,BillingPostalCode,27,varchar,20,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Order,Zone,28,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Order,EventId,29,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Order,VisitorIdentifier,30,varchar,36,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Order,AttributionStrategy,31,varchar,100,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Order,OrderAttributionType,32,varchar,100,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Order,GoogleAdsCampaignId,33,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,GoogleAdsAdGroupId,34,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,GoogleAdsAdId,35,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,MicrosoftAdsCampaignId,36,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,MicrosoftAdsAdGroupId,37,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,MicrosoftAdsAdId,38,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Order,SourceChangedTimestampUtc,39,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Order,CreatedTimestampUtc,40,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Order,UpdatedTimestampUtc,41,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Performer,PerformerId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Performer,PerformerName,2,varchar,400,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Performer,PrimaryCategoryId,3,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Performer,ParentPerformerId,4,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Performer,ParkingPerformerId,5,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Performer,IsParking,6,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Performer,IsDeleted,7,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Performer,SourceChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Performer,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Performer,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Venue,VenueId,1,bigint,NULL,19,0,NULL,NO
GoTicketsCoreEntity,Venue,VenueName,2,varchar,400,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Venue,City,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Venue,State,4,varchar,100,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Venue,PostalCode,5,varchar,40,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Venue,Country,6,char,2,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Venue,TimeZone,7,varchar,100,NULL,NULL,NULL,YES
GoTicketsCoreEntity,Venue,Latitude,8,decimal,NULL,8,6,NULL,YES
GoTicketsCoreEntity,Venue,Longitude,9,decimal,NULL,9,6,NULL,YES
GoTicketsCoreEntity,Venue,IsParentVenue,10,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Venue,IsParking,11,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Venue,ParentVenueId,12,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Venue,ParkingVenueId,13,bigint,NULL,19,0,NULL,YES
GoTicketsCoreEntity,Venue,IsDeleted,14,bit,NULL,NULL,NULL,NULL,NO
GoTicketsCoreEntity,Venue,SourceChangedTimestampUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Venue,CreatedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,Venue,UpdatedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,VisitorProfile,VisitorIdentifier,1,varchar,36,NULL,NULL,NULL,NO
GoTicketsCoreEntity,VisitorProfile,DeviceType,2,varchar,40,NULL,NULL,NULL,YES
GoTicketsCoreEntity,VisitorProfile,OperatingSystem,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsCoreEntity,VisitorProfile,EmailHash,4,varchar,64,NULL,NULL,NULL,YES
GoTicketsCoreEntity,VisitorProfile,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,VisitorProfile,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsCoreEntity,VisitorProfile,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMap,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMap,EventClusterId,2,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,EventMap,VenueId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMap,ParentVenueId,4,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,EventMap,PrimaryPerformerId,5,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMap,CountryCode,6,char,2,NULL,NULL,NULL,NO
GoTicketsEntityMap,EventMap,CategoryId,7,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMap,ValidFromUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMap,ValidToUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMap,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMap,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMap,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMapHistory,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMapHistory,EventClusterId,2,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,EventMapHistory,VenueId,3,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMapHistory,ParentVenueId,4,bigint,NULL,19,0,NULL,YES
GoTicketsEntityMap,EventMapHistory,PrimaryPerformerId,5,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMapHistory,CountryCode,6,char,2,NULL,NULL,NULL,NO
GoTicketsEntityMap,EventMapHistory,CategoryId,7,bigint,NULL,19,0,NULL,NO
GoTicketsEntityMap,EventMapHistory,ValidFromUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMapHistory,ValidToUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsEntityMap,EventMapHistory,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
