TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
GoogleAdsBronze,AdGroup,CreatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroup,UpdatedTimestampUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAd,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAd,AdId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAd,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAd,CampaignId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAd,AdGroupAdStatus,5,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupAd,PolicyApprovalStatus,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupAd,PolicyReviewStatus,7,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupAd,UpstreamUpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAd,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAd,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAdditiveMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,ActivityDateTimeUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAdditiveMetric,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,CampaignId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,Cost,5,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,Clicks,6,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,Conversions,7,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,Impressions,8,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,ConversionsValue,9,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupAdditiveMetric,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAdditiveMetric,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupAdditiveMetric,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupBidModifier,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupBidModifier,AdGroupCriterionId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupBidModifier,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupBidModifier,BidModifier,4,decimal,NULL,18,2,NULL,YES
GoogleAdsBronze,AdGroupBidModifier,BidModifierSource,5,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupBidModifier,Device,6,varchar,50,NULL,NULL,NULL,YES
GoogleAdsBronze,AdGroupBidModifier,UpstreamUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupBidModifier,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupBidModifier,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupCriterion,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupCriterion,AdGroupCriterionId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupCriterion,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupCriterion,CampaignId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupCriterion,IsNegative,5,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupCriterion,AdGroupCriterionStatus,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupCriterion,AdGroupCriterionApprovalStatus,7,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupCriterion,CriterionSystemServingStatus,8,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupCriterion,UpstreamUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupCriterion,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupCriterion,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupKeyword,AdGroupCriterionId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeyword,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeyword,KeywordMatchType,3,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupKeyword,KeywordText,4,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupKeyword,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,AdGroupCriterionId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,ActivityDate,3,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,AccountId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,CampaignId,5,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,Cost,6,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,Clicks,7,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,Conversions,8,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,Impressions,9,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,ConversionsValue,10,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,SourceChangedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupKeywordAdditiveMetric,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupLabel,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupLabel,LabelId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupLabel,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupLabel,CreatedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,AggregationPeriod,2,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,ActivityDate,3,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,AccountId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,CampaignId,5,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,SearchImpressionShare,6,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,AdGroupNonAdditiveMetric,TopImpressionPercentage,7,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,AdGroupNonAdditiveMetric,AbsoluteTopImpressionPercentage,8,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,AdGroupNonAdditiveMetric,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupNonAdditiveMetric,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTerm,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,SearchTerm,2,varchar,150,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,SearchTermBase64,3,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,AccountId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,CampaignId,5,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,SearchTermTargetingStatus,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTerm,UpstreamUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTerm,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTerm,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,AdGroupCriterionId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,SearchTerm,3,varchar,300,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,SearchTermBase64,4,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,SearchTermMatchType,5,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,ActivityDate,6,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,AccountId,7,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,CampaignId,8,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,Cost,9,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,Clicks,10,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,Conversions,11,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,Impressions,12,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,ConversionsValue,13,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,SourceChangedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,CreatedTimestampUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroupSearchTermAdditiveMetric,UpdatedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,SeasonalityAdjustmentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,Name,3,varchar,400,NULL,NULL,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,Description,4,varchar,-1,NULL,NULL,NULL,YES
GoogleAdsBronze,BiddingSeasonalityAdjustment,Scope,5,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,ConversionRateModifier,6,decimal,NULL,18,6,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,StartDateTime,7,datetime2,NULL,NULL,NULL,2,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,EndDateTime,8,datetime2,NULL,NULL,NULL,2,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,Status,9,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,SourceChangedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,CreatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,BiddingSeasonalityAdjustment,UpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentAdvertisingChannel,SeasonalityAdjustmentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentAdvertisingChannel,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentAdvertisingChannel,AdvertisingChannel,3,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentCampaign,SeasonalityAdjustmentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentCampaign,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentCampaign,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentDevice,SeasonalityAdjustmentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentDevice,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,BiddingSeasonalityAdjustmentDevice,Device,3,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Campaign,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Campaign,BaseCampaignId,3,bigint,NULL,19,0,NULL,YES
GoogleAdsBronze,Campaign,CampaignBudgetId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Campaign,CampaignName,5,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,CampaignStatus,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,BiddingStrategyType,7,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,AdvertisingChannelType,8,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,CampaignExperimentType,9,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Campaign,TargetCpa,10,decimal,NULL,16,4,NULL,YES
GoogleAdsBronze,Campaign,TargetRoas,11,float,NULL,53,NULL,NULL,YES
GoogleAdsBronze,Campaign,UpstreamUpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Campaign,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Campaign,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignAdditiveMetric,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,ActivityDateTimeUtc,2,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignAdditiveMetric,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,Cost,4,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,Clicks,5,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,Conversions,6,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,Impressions,7,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,ConversionsValue,8,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,CampaignAdditiveMetric,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignAdditiveMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignAdditiveMetric,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignBudget,CampaignBudgetId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignBudget,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignBudget,Amount,3,decimal,NULL,18,4,NULL,NO
GoogleAdsBronze,CampaignBudget,CampaignBudgetStatus,4,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,CampaignBudget,UpstreamUpdatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignBudget,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignBudget,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignCriterion,CampaignCriterionId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignCriterion,CampaignId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignCriterion,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignCriterion,BidModifier,4,decimal,NULL,18,2,NULL,YES
GoogleAdsBronze,CampaignCriterion,CampaignCriterionStatus,5,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,CampaignCriterion,CriterionType,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,CampaignCriterion,Device,7,varchar,50,NULL,NULL,NULL,YES
GoogleAdsBronze,CampaignCriterion,Negative,8,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,CampaignCriterion,UpstreamUpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignCriterion,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignCriterion,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignLabel,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignLabel,LabelId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignLabel,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignLabel,CreatedTimestampUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,AggregationPeriod,2,varchar,100,NULL,NULL,NULL,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,ActivityDate,3,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,AccountId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,SearchImpressionShare,5,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,CampaignNonAdditiveMetric,TopImpressionPercentage,6,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,CampaignNonAdditiveMetric,AbsoluteTopImpressionPercentage,7,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,CampaignNonAdditiveMetric,SearchClickShare,8,decimal,NULL,5,4,NULL,YES
GoogleAdsBronze,CampaignNonAdditiveMetric,SourceChangedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,CreatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,CampaignNonAdditiveMetric,UpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Experiment,ExperimentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Experiment,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Experiment,Name,3,varchar,1024,NULL,NULL,NULL,NO
GoogleAdsBronze,Experiment,Description,4,varchar,2048,NULL,NULL,NULL,YES
GoogleAdsBronze,Experiment,Suffix,5,varchar,1024,NULL,NULL,NULL,YES
GoogleAdsBronze,Experiment,ExperimentType,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Experiment,ExperimentStatus,7,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Experiment,PromoteStatus,8,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Experiment,StartDate,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Experiment,EndDate,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Experiment,IsSyncEnabled,11,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,Experiment,UpstreamUpdatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Experiment,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Experiment,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,ExperimentArm,ExperimentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArm,ExperimentArmId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArm,AccountId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArm,Name,4,varchar,1024,NULL,NULL,NULL,NO
GoogleAdsBronze,ExperimentArm,IsControl,5,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,ExperimentArm,TrafficSplitPercent,6,smallint,NULL,5,0,NULL,NO
GoogleAdsBronze,ExperimentArm,CreatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,ExperimentArm,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,ExperimentArmCampaign,ExperimentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArmCampaign,ExperimentArmId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArmCampaign,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArmCampaign,AccountId,4,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,ExperimentArmCampaign,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,GeoTargetConstant,GeoTargetConstantId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,GeoTargetConstant,GeoTargetConstantStatus,2,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,Name,3,varchar,200,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,CountryCode,4,char,2,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,TargetType,5,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,CanonicalName,6,varchar,200,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,ParentGeoTargetConstantId,7,bigint,NULL,19,0,NULL,YES
GoogleAdsBronze,GeoTargetConstant,GeolocationStatus,8,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,GeoTargetConstant,CentroidLatitude,9,decimal,NULL,8,6,NULL,YES
GoogleAdsBronze,GeoTargetConstant,CentroidLongitude,10,decimal,NULL,9,6,NULL,YES
GoogleAdsBronze,GeoTargetConstant,UpstreamUpdatedTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,GeoTargetConstant,CreatedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,GeoTargetConstant,UpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Label,LabelId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Label,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Label,Name,3,varchar,80,NULL,NULL,NULL,NO
GoogleAdsBronze,Label,LabelStatus,4,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Label,BackgroundColor,5,varchar,10,NULL,NULL,NULL,YES
GoogleAdsBronze,Label,Description,6,varchar,200,NULL,NULL,NULL,YES
GoogleAdsBronze,Label,UpstreamUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Label,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Label,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,MetricGoal,ExperimentId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,MetricGoal,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,MetricGoal,ExperimentMetric,3,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,MetricGoal,ExperimentMetricDirection,4,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,MetricGoal,CreatedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Account,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,Account,AccountNumber,2,varchar,10,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Account,Name,3,varchar,200,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Account,CustomerId,4,varchar,12,NULL,NULL,NULL,NO
MicrosoftAdsBronze,Account,CountryCode,5,varchar,2,NULL,NULL,NULL,YES
MicrosoftAdsBronze,Account,TrackingUrlTemplate,6,varchar,2048,NULL,NULL,NULL,YES
MicrosoftAdsBronze,Account,SourceUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Account,UpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,Account,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroup,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroup,AdGroupId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroup,CampaignId,3,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroup,Name,4,varchar,255,NULL,NULL,NULL,NO
MicrosoftAdsBronze,AdGroup,AdGroupStatus,5,varchar,50,NULL,NULL,NULL,NO
MicrosoftAdsBronze,AdGroup,SearchBid,6,decimal,NULL,18,4,NULL,YES
MicrosoftAdsBronze,AdGroup,SourceUpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroup,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroup,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,AccountId,1,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,CampaignId,2,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,AdGroupId,3,bigint,NULL,19,0,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,ActivityDateTimePst,4,datetime2,NULL,NULL,NULL,6,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,Cost,5,decimal,NULL,18,4,NULL,NO
MicrosoftAdsBronze,AdGroupAdditiveMetric,Clicks,6,bigint,NULL,19,0,NULL,NO
